2019-12-23 21:04:06.690,0.007324,0.071289,0.008789,0.274658,-0.503540,15.769958
2019-12-23 21:04:06.699,0.001953,0.066406,0.007813,0.282288,-0.480652,15.792846
2019-12-23 21:04:06.710,0.007813,0.068359,0.001953,0.274658,-0.503540,15.769958
2019-12-23 21:04:06.720,0.007813,0.078125,0.005859,0.305176,-0.488281,15.754699
2019-12-23 21:04:06.730,0.004883,0.073242,0.009766,0.282288,-0.511169,15.762328
2019-12-23 21:04:06.739,0.000977,0.068848,0.008301,0.274658,-0.549316,15.762328
2019-12-23 21:04:06.750,0.001953,0.069336,0.003418,0.312805,-0.495911,15.769958
2019-12-23 21:04:06.760,0.000977,0.062012,0.004883,0.320435,-0.473022,15.731811
2019-12-23 21:04:06.770,-0.007324,0.062500,0.008301,0.289917,-0.518799,15.762328
2019-12-23 21:04:06.779,-0.017090,0.061035,0.009277,0.328064,-0.503540,15.792846
2019-12-23 21:04:06.789,-0.007324,0.061035,0.009277,0.312805,-0.526428,15.777587
2019-12-23 21:04:06.800,0.005859,0.064941,0.009766,0.259399,-0.511169,15.739440
2019-12-23 21:04:06.810,0.010742,0.067383,0.008301,0.289917,-0.518799,15.708922
2019-12-23 21:04:06.820,0.002930,0.071777,0.007813,0.320435,-0.503540,15.762328
2019-12-23 21:04:06.829,-0.003418,0.075195,0.006348,0.267029,-0.511169,15.800475
2019-12-23 21:04:06.840,-0.003418,0.077148,0.004883,0.312805,-0.503540,15.853881
2019-12-23 21:04:06.850,-0.000488,0.076172,0.004883,0.328064,-0.488281,15.830993
2019-12-23 21:04:06.860,0.000000,0.068359,0.006348,0.350952,-0.495911,15.792846
2019-12-23 21:04:06.869,0.000977,0.072754,0.011719,0.320435,-0.549316,15.739440
2019-12-23 21:04:06.880,0.000000,0.074219,0.007324,0.297546,-0.556946,15.762328
2019-12-23 21:04:06.890,-0.000488,0.076660,0.002441,0.282288,-0.511169,15.777587
2019-12-23 21:04:06.900,-0.002441,0.078613,0.008789,0.320435,-0.480652,15.769958
2019-12-23 21:04:06.909,-0.009766,0.078125,0.011719,0.289917,-0.511169,15.762328
2019-12-23 21:04:06.920,0.000488,0.074707,0.004883,0.305176,-0.480652,15.823363
2019-12-23 21:04:06.930,-0.005859,0.067383,0.006348,0.312805,-0.488281,15.724181
2019-12-23 21:04:06.940,-0.011719,0.063477,0.006836,0.305176,-0.518799,15.739440
2019-12-23 21:04:06.949,-0.004395,0.066406,0.004395,0.282288,-0.511169,15.777587
2019-12-23 21:04:06.960,-0.002930,0.070313,0.004883,0.289917,-0.511169,15.777587
2019-12-23 21:04:06.970,0.008301,0.064453,0.009766,0.320435,-0.511169,15.716552
2019-12-23 21:04:06.980,0.008301,0.065430,0.008789,0.305176,-0.518799,15.777587
2019-12-23 21:04:06.990,0.008789,0.070313,0.006348,0.274658,-0.495911,15.815734
2019-12-23 21:04:07.000,0.004395,0.069336,0.003906,0.259399,-0.473022,15.777587
2019-12-23 21:04:07.010,-0.000977,0.067383,0.007813,0.274658,-0.518799,15.754699
2019-12-23 21:04:07.020,0.003906,0.071289,0.010742,0.289917,-0.541687,15.769958
